deal_date,close_date,card_no,deal_value,deal_type,company_name,car_no,station,conn_mark,deal_money,equ_no
"2018-08-31 22:14:50","2018-09-01 00:00:00",CBEHFCFCG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:13:39","2018-09-01 00:00:00",CBCEBDIJE,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 23:11:06","2018-09-01 00:00:00",FFHEDIBCC,700,地铁出站,地铁五号线,OGT-101,长龙,0,665,263031101
"2018-08-31 23:08:15","2018-09-01 00:00:00",FFDGIGIFH,500,地铁出站,地铁五号线,OGT-101,长龙,0,475,263031101
"2018-08-31 19:41:51","2018-09-01 00:00:00",FHDICIDBD,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:30:08","2018-09-01 00:00:00",FHEDCGCCA,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 23:12:04","2018-09-01 00:00:00",CCJIAAIFJ,400,地铁出站,地铁五号线,OGT-101,长龙,0,380,263031101
"2018-08-31 22:45:05","2018-09-01 00:00:00",CBHHGEJEC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 19:51:21","2018-09-01 00:00:00",HHAAJFHIE,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 04:47:20","2018-09-01 00:00:00",HHAAJAEGB,200,地铁出站,地铁三号线,AGM-104,双龙,0,0,261032104
"2018-08-31 22:49:31","2018-09-01 00:00:00",FHIFJCJBE,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:51:22","2018-09-01 00:00:00",FFHCHFCFG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 20:18:50","2018-09-01 00:00:00",CBEBEJJCI,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:49:56","2018-09-01 00:00:00",FFIADAEJD,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:41:05","2018-09-01 00:00:00",HHAAJIJJE,0,地铁入站,地铁三号线,AGM-102,荷坳,0,0,261026102
"2018-08-31 22:48:00","2018-09-01 00:00:00",CBGJBBJHH,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:55:34","2018-09-01 00:00:00",BIJCHFBCA,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:52:00","2018-09-01 00:00:00",HHJJAFJCF,200,地铁出站,地铁九号线,OGT-102,红岭,0,0,267027102
"2018-09-01 04:54:21","2018-09-01 00:00:00",HHAAJHEFF,200,地铁出站,地铁九号线,双AGM-117,红岭南,0,0,267028117
"2018-08-31 20:36:56","2018-09-01 00:00:00",FFFJEIFFC,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:43:21","2018-09-01 00:00:00",FIJDJIFCH,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:10:13","2018-09-01 00:00:00",HHJJAIHJH,200,地铁出站,地铁一号线,OGT-107,世界之窗站,0,0,268016107
"2018-09-01 05:10:05","2018-09-01 00:00:00",HHJJAIAHC,200,地铁出站,地铁十一号线,AGT-101,后亭,0,0,241026101
"2018-09-01 05:11:47","2018-09-01 00:00:00",HHJJAEIGB,200,地铁出站,地铁十一号线,OGT-114,南山站,0,0,241015114
"2018-09-01 05:11:29","2018-09-01 00:00:00",HHJJBJJID,200,地铁出站,地铁十一号线,OGT-105,塘尾站,0,0,241023105
"2018-09-01 05:16:33","2018-09-01 00:00:00",HHAAJJIAB,0,地铁入站,地铁一号线,AGT-109,华强路站,0,0,268006109
"2018-08-31 20:59:11","2018-09-01 00:00:00",FFIACBHFC,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:28:02","2018-09-01 00:00:00",HHAAJAGBE,200,地铁出站,地铁五号线,-,-,0,0,263020143
"2018-08-31 21:08:11","2018-09-01 00:00:00",FFCBDHHDI,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 21:07:42","2018-09-01 00:00:00",BJGCEABJ,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:44:58","2018-09-01 00:00:00",HHAAJBCGJ,0,地铁入站,地铁七号线,进AGM15-16,福民,0,0,265025111
"2018-09-01 05:11:56","2018-09-01 00:00:00",HHACJJGIH,200,地铁出站,地铁四号线,AGM-119,龙华,0,0,262012119
"2018-09-01 06:00:32","2018-09-01 00:00:00",HHAAJJDCE,200,地铁出站,地铁二号线,OGT-101,登良,0,0,260018101
"2018-09-01 05:57:58","2018-09-01 00:00:00",HHAAJHCEH,0,地铁入站,地铁十一号线,IGT-119,塘尾站,0,0,241023119
"2018-09-01 06:00:33","2018-09-01 00:00:00",HHAAJACBE,200,地铁出站,地铁十一号线,AGT-118,宝安站,0,0,241017118
"2018-09-01 06:01:21","2018-09-01 00:00:00",HHJJBIJFD,0,地铁入站,地铁二号线,OGT-114,景田,0,0,260029114
"2018-09-01 05:31:52","2018-09-01 00:00:00",HHACJAJDI,0,地铁入站,地铁四号线,AGM-103,红山,0,0,262015103
"2018-09-01 05:34:44","2018-09-01 00:00:00",HHACJAJDI,200,地铁出站,地铁四号线,AGM-115,红山,0,0,262015115
"2018-09-01 05:45:16","2018-09-01 00:00:00",HHACJACAG,200,地铁出站,地铁四号线,AGM-113,龙华,0,0,262012113
"2018-09-01 05:21:46","2018-09-01 00:00:00",HHACJACAG,0,地铁入站,地铁四号线,AGM-109,龙华,0,0,262012109
"2018-09-01 05:49:08","2018-09-01 00:00:00",HHACJJEFA,0,地铁入站,地铁四号线,AGM-102,上塘,0,0,262014102
"2018-09-01 05:37:02","2018-09-01 00:00:00",HHJAJJCGE,0,地铁入站,地铁四号线,AGM-113,上梅林,0,0,262019113
"2018-09-01 05:50:10","2018-09-01 00:00:00",HHACJJEAC,0,地铁入站,地铁四号线,AGM-105,白石龙,0,0,262017105
"2018-09-01 05:21:56","2018-09-01 00:00:00",HHJAJJGGH,200,地铁出站,地铁四号线,-,-,0,0,262019125
"2018-09-01 05:51:34","2018-09-01 00:00:00",HHACJJEAC,200,地铁出站,地铁四号线,AGM-110,白石龙,0,0,262017110
"2018-09-01 05:50:28","2018-09-01 00:00:00",HHACJJEFA,200,地铁出站,地铁四号线,AGM-108,上塘,0,0,262014108
"2018-09-01 06:05:12","2018-09-01 00:00:00",HHJJAIADA,0,地铁入站,地铁一号线,IGT-103,大剧院站,0,0,268004103
"2018-09-01 06:05:04","2018-09-01 00:00:00",HHAAACGAI,0,地铁入站,地铁一号线,AGT-120,岗厦站,0,0,268007120
"2018-09-01 06:03:08","2018-09-01 00:00:00",HHJJAGDJH,0,地铁入站,地铁一号线,IGT-124,桃园,0,0,268025124
"2018-09-01 06:01:16","2018-09-01 00:00:00",HHAAJAHHC,0,地铁入站,地铁九号线,IGT-112,?I岭,0,0,267022112
"2018-09-01 06:03:10","2018-09-01 00:00:00",HHAAJFEJE,0,地铁入站,地铁九号线,双AGM-119,梅景,0,0,267018119
"2018-09-01 06:03:14","2018-09-01 00:00:00",HHAAJHCEH,200,地铁出站,地铁十一号线,AGT-101,塘尾站,0,0,241023101
"2018-09-01 06:06:10","2018-09-01 00:00:00",HHAAAAJEH,0,地铁入站,地铁十一号线,AGT-114,碧头,0,0,241028114
"2018-08-31 22:11:40","2018-09-01 00:00:00",FHHJFFAGC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:33:05","2018-09-01 00:00:00",FHFIGGDBG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:34:45","2018-09-01 00:00:00",HHABJFJGJ,0,地铁入站,地铁一号线,AGM-107,深圳大学,0,0,268024107
"2018-08-31 22:46:45","2018-09-01 00:00:00",BICJHDBJJ,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:46:25","2018-09-01 00:00:00",FIJHBJIFF,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 23:21:11","2018-09-01 00:00:00",CBHGEJBAE,700,地铁出站,地铁五号线,OGT-101,长龙,0,665,263031101
"2018-08-31 19:54:31","2018-09-01 00:00:00",BIDHCBIFD,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:49:35","2018-09-01 00:00:00",BIDGICAEG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 23:09:59","2018-09-01 00:00:00",FHHFJJJHC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:48:13","2018-09-01 00:00:00",FIJGAJACB,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:47:51","2018-09-01 00:00:00",CCAEEBDCB,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 21:23:19","2018-09-01 00:00:00",CBGJHBCJD,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:36:22","2018-09-01 00:00:00",HHAAJFDDC,0,地铁入站,地铁七号线,进AGM33-34,赤尾,0,0,265028130
"2018-08-31 21:33:00","2018-09-01 00:00:00",BIJIEBBJB,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 21:53:39","2018-09-01 00:00:00",FHCJABIJE,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 21:50:46","2018-09-01 00:00:00",CBDIAEJGF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:39:10","2018-09-01 00:00:00",CFBAJECDH,800,巴士,金华南巴士,粤BU2313,"332(观澜)",0,595,227000010
"2018-09-01 05:44:20","2018-09-01 00:00:00",FFJIJIEJA,400,巴士,金华南巴士,粤BW2731,"M433(福永）",0,315,227000161
"2018-09-01 05:19:47","2018-09-01 00:00:00",CFAGIHDFG,200,巴士,金华南巴士,粤BW0461,"M433(皇岗）",0,160,227000169
"2018-09-01 05:45:52","2018-09-01 00:00:00",FHFJHIGGI,200,巴士,金华南巴士,粤BW0461,"M433(皇岗）",0,160,227000169
"2018-09-01 05:59:08","2018-09-01 00:00:00",CFAGJAJID,200,巴士,金华南巴士,粤BU2663,"332(观澜)",0,160,227000215
"2018-09-01 05:51:25","2018-09-01 00:00:00",FFGIDBAAF,500,巴士,金华南巴士,粤BW3116,E24,0,390,227000265
"2018-09-01 05:47:33","2018-09-01 00:00:00",CBEJHHBBD,300,巴士,金华南巴士,粤BW7517,"M433(福永）",0,240,227000283
"2018-09-01 05:48:10","2018-09-01 00:00:00",FHIAAHGHB,200,巴士,华程交通,粤BBA343,深惠3B线,0,200,235000341
"2018-09-01 05:34:09","2018-09-01 00:00:00",CFADHAEEC,400,巴士,华程交通,粤BK6982,深惠3A线,0,400,235000362
"2018-09-01 05:41:57","2018-09-01 00:00:00",CBEBIHGID,400,巴士,华程交通,粤BJ9811,深惠3B线,0,400,235000444
"2018-09-01 05:57:19","2018-09-01 00:00:00",HHAAJBEDD,0,地铁入站,地铁九号线,双AGM-119,梅村,0,0,267020119
"2018-09-01 06:03:52","2018-09-01 00:00:00",HHAAJBCGF,0,地铁入站,地铁九号线,IGT-109,银湖,0,0,267023109
"2018-09-01 06:05:03","2018-09-01 00:00:00",HHJJAEIGB,200,地铁出站,地铁十一号线,OGT-126,南山站,0,0,241015126
"2018-09-01 06:02:48","2018-09-01 00:00:00",HHJJAEIGB,0,地铁入站,地铁十一号线,IGT-111,南山站,0,0,241015111
"2018-09-01 06:05:26","2018-09-01 00:00:00",HHABAEGJG,0,地铁入站,地铁五号线,IGT-105,留仙洞,0,0,263019105
"2018-09-01 04:29:14","2018-09-01 00:00:00",HHJJBADCF,0,地铁入站,地铁三号线,AGM-102,永湖,0,0,261025102
"2018-09-01 04:38:02","2018-09-01 00:00:00",HHAAJIAAJ,0,地铁入站,地铁三号线,AGM-102,大芬,0,0,261020102
"2018-08-31 22:42:26","2018-09-01 00:00:00",FHGEBJJHH,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:42:37","2018-09-01 00:00:00",BEBACHGFH,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:31:53","2018-09-01 00:00:00",HHJJJEBDC,0,地铁入站,地铁五号线,IGT-119,怡景,0,0,263036119
"2018-08-31 22:46:22","2018-09-01 00:00:00",CCADGJGDJ,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:45:39","2018-09-01 00:00:00",BIDHDIBIE,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 19:55:06","2018-09-01 00:00:00",BIDCBBEGB,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:45:48","2018-09-01 00:00:00",CBHFGJBJF,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:52:47","2018-09-01 00:00:00",HHJJJADBB,200,地铁出站,地铁二号线,OGT-102,海月,0,0,260017102
"2018-08-31 22:45:32","2018-09-01 00:00:00",CBFHJHAFB,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 23:01:16","2018-09-01 00:00:00",CFBABHHCC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 20:26:56","2018-09-01 00:00:00",BIHIABBCH,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 04:44:50","2018-09-01 00:00:00",HHAAJHIFF,200,地铁出站,地铁九号线,双AGM-104,鹿丹村,0,0,267029104
"2018-09-01 04:53:07","2018-09-01 00:00:00",HHJJAIGCH,200,地铁出站,地铁五号线,OGT-103,宝华,0,0,263013103
"2018-09-01 04:14:12","2018-09-01 00:00:00",FFIJJJJJB,200,地铁出站,地铁四号线,AGM-116,龙华,0,190,262012116
"2018-09-01 04:55:34","2018-09-01 00:00:00",HHAAJAIEF,0,地铁入站,地铁十一号线,IGT-107,碧头,0,0,241028107
"2018-08-31 20:41:02","2018-09-01 00:00:00",FHHBDBGBC,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:10:45","2018-09-01 00:00:00",HHJJBGBBG,200,地铁出站,地铁二号线,OGT-104,赤湾,0,0,260011104
"2018-09-01 05:09:24","2018-09-01 00:00:00",HHAAJAGAB,200,地铁出站,地铁五号线,OGT-107,西丽,0,0,263020107
"2018-08-31 20:46:56","2018-09-01 00:00:00",FFGIIGCIA,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:17:47","2018-09-01 00:00:00",HHAAJCBID,200,地铁出站,地铁五号线,OGT-107,西丽,0,0,263020107
"2018-08-31 20:52:20","2018-09-01 00:00:00",HHAAAJGFD,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 04:52:21","2018-09-01 00:00:00",HHJAJJDBF,200,地铁出站,地铁四号线,"AGT-101 ",市民中心,0,0,268019101
"2018-08-31 21:06:01","2018-09-01 00:00:00",FIACHBBFF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:30:52","2018-09-01 00:00:00",HHAAJFJFF,200,地铁出站,地铁九号线,OGT-118,文锦,0,0,267032118
"2018-08-31 21:15:55","2018-09-01 00:00:00",CBHGDEEJB,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:36:08","2018-09-01 00:00:00",HHABJGHJE,0,地铁入站,地铁九号线,IGT-114,下梅林,0,0,267019114
"2018-08-31 21:24:11","2018-09-01 00:00:00",AHJAJHECJ,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:02:31","2018-09-01 00:00:00",HHACJACAG,200,地铁出站,地铁四号线,-,-,0,0,262012120
"2018-08-31 21:32:05","2018-09-01 00:00:00",CFBBABGJH,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:49:45","2018-09-01 00:00:00",HHAAAAJJH,0,地铁入站,地铁三号线,AGM-101,丹竹头,0,0,261021101
"2018-08-31 21:46:39","2018-09-01 00:00:00",FFGBBAFHD,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:15:06","2018-09-01 00:00:00",HHJAJAJHI,0,地铁入站,地铁四号线,OGT-111,福田口岸,0,0,268017111
"2018-09-01 04:10:30","2018-09-01 00:00:00",FHEAADCDE,200,地铁出站,地铁四号线,AGM-119,龙华,0,190,262012119
"2018-09-01 05:54:50","2018-09-01 00:00:00",HHAAJICDA,200,地铁出站,地铁三号线,AGM-113,龙城广场,0,0,261030113
"2018-09-01 05:54:35","2018-09-01 00:00:00",HHAAACDJH,200,地铁出站,地铁一号线,AGT-101,固戍,0,0,268034101
"2018-09-01 05:36:56","2018-09-01 00:00:00",BIBEHFGGI,300,巴士,金华南巴士,粤BU2313,"332(观澜)",0,240,227000010
"2018-09-01 05:51:27","2018-09-01 00:00:00",CCAEGEFBF,500,巴士,金华南巴士,粤BU0781,"331(蛇口)",0,390,227000021
"2018-09-01 05:44:53","2018-09-01 00:00:00",FFFCHICED,400,巴士,金华南巴士,粤BU0781,"331(蛇口)",0,315,227000021
"2018-09-01 05:30:03","2018-09-01 00:00:00",FHFJJJIIJ,200,巴士,金华南巴士,粤BV8749,"331(松岗）",0,160,227000035
"2018-09-01 05:49:03","2018-09-01 00:00:00",BIBFFJIHE,600,巴士,金华南巴士,粤BW2782,"331(松岗）",0,465,227000042
"2018-09-01 05:47:57","2018-09-01 00:00:00",FHFCADGEJ,200,巴士,金华南巴士,粤BW3106,"331(蛇口)",0,160,227000044
"2018-09-01 05:49:31","2018-09-01 00:00:00",FHEGBCCBH,300,巴士,金华南巴士,粤BU2350,"331(松岗）",0,240,227000122
"2018-09-01 05:49:41","2018-09-01 00:00:00",CBFDGIGDH,300,巴士,金华南巴士,粤BU2350,"331(松岗）",0,240,227000122
"2018-09-01 05:35:31","2018-09-01 00:00:00",FHFBADICI,200,巴士,金华南巴士,粤BV2247,"M433(皇岗）",0,160,227000144
"2018-09-01 04:32:42","2018-09-01 00:00:00",HHJJBADAI,0,地铁入站,地铁三号线,AGM-101,爱联,0,0,261028101
"2018-08-31 22:18:40","2018-09-01 00:00:00",FHFGBACFB,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:38:59","2018-09-01 00:00:00",CBBCBGGIG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:29:40","2018-09-01 00:00:00",CFHCBJIEC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:32:59","2018-09-01 00:00:00",FIAJGJJCG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 19:47:51","2018-09-01 00:00:00",FHHJGAHAG,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:44:54","2018-09-01 00:00:00",FHHADJAIB,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:39:54","2018-09-01 00:00:00",HHJJAGHGJ,0,地铁入站,地铁一号线,IGT-107,西乡,0,0,268033107
"2018-09-01 04:37:43","2018-09-01 00:00:00",HHJJBHAHI,0,地铁入站,地铁一号线,AGT-101,世界之窗站,0,0,268016101
"2018-08-31 19:59:33","2018-09-01 00:00:00",CFBDGHDCF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 23:28:51","2018-09-01 00:00:00",FHFFFFBFE,800,地铁出站,地铁五号线,OGT-101,长龙,0,760,263031101
"2018-09-01 04:57:35","2018-09-01 00:00:00",HHJJBGBBG,0,地铁入站,地铁二号线,IGT-105,赤湾,0,0,260011105
"2018-08-31 20:26:36","2018-09-01 00:00:00",CBAIFJDJA,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:28:01","2018-09-01 00:00:00",BJDIFBFE,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 23:02:34","2018-09-01 00:00:00",DDAAGECJC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:52:01","2018-09-01 00:00:00",FFGFEADJE,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:53:15","2018-09-01 00:00:00",HHAAJAJIG,200,地铁出站,地铁三号线,AGM-102,田贝,0,0,261015102
"2018-09-01 04:40:51","2018-09-01 00:00:00",HHAAJBCIE,0,地铁入站,地铁三号线,-,-,0,0,261009156
"2018-09-01 04:50:45","2018-09-01 00:00:00",HHAAJIAAJ,200,地铁出站,地铁三号线,AGM-106,大芬,0,0,261020106
"2018-09-01 04:43:37","2018-09-01 00:00:00",HHJJBADCF,200,地铁出站,地铁三号线,AGM-105,永湖,0,0,261025105
"2018-09-01 04:43:27","2018-09-01 00:00:00",HHAAJIADF,0,地铁入站,地铁三号线,AGM-109,六约,0,0,261022109
"2018-08-31 20:25:37","2018-09-01 00:00:00",BIABJFEGC,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 23:48:46","2018-09-01 00:00:00",FHDCAJAFE,500,地铁出站,地铁五号线,OGT-101,长龙,0,475,263031101
"2018-09-01 04:50:29","2018-09-01 00:00:00",HHJJJGHHH,0,地铁入站,地铁十一号线,AGT-101,前海湾站,0,0,241016101
"2018-09-01 04:53:59","2018-09-01 00:00:00",HHAAAIJJI,200,地铁出站,地铁九号线,OGT-104,红岭北,0,0,267025104
"2018-08-31 23:26:16","2018-09-01 00:00:00",FIFBCHICC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 05:09:39","2018-09-01 00:00:00",HHJJJFDIF,200,地铁出站,地铁十一号线,AGT-104,后海站,0,0,241014104
"2018-08-31 20:47:04","2018-09-01 00:00:00",FFBGJFGAJ,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:44:59","2018-09-01 00:00:00",CFJGFJGGG,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:20:07","2018-09-01 00:00:00",HHAAJJIAB,200,地铁出站,地铁一号线,OGT-126,华强路站,0,0,268006126
"2018-08-31 20:54:46","2018-09-01 00:00:00",FHHBIIDEG,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:54:50","2018-09-01 00:00:00",FHIBJGGJA,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:51:06","2018-09-01 00:00:00",FHEICFGGH,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:27:32","2018-09-01 00:00:00",HHAAJAGBE,0,地铁入站,地铁五号线,OGT-107,西丽,0,0,263020107
"2018-08-31 21:11:22","2018-09-01 00:00:00",FIJBAAGAF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:31:46","2018-09-01 00:00:00",HHABADJHH,200,地铁出站,地铁一号线,AGM-102,深圳大学,0,0,268024102
"2018-08-31 21:29:13","2018-09-01 00:00:00",FFCGFBJDB,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:49:05","2018-09-01 00:00:00",HHAAJHIFD,200,地铁出站,地铁三号线,AGM-114,横岗,0,0,261024114
"2018-09-01 05:50:19","2018-09-01 00:00:00",HHAAAAJJH,200,地铁出站,地铁三号线,AGM-114,丹竹头,0,0,261021114
"2018-09-01 05:50:56","2018-09-01 00:00:00",HHAAJJIHF,0,地铁入站,地铁一号线,IGT-111,大新,0,0,268026111
"2018-09-01 05:47:23","2018-09-01 00:00:00",HHJJAGDJH,0,地铁入站,地铁一号线,IGT-124,桃园,0,0,268025124
"2018-09-01 05:49:53","2018-09-01 00:00:00",HHAAJFBFF,200,地铁出站,地铁五号线,OGT-101,杨美,0,0,263028101
"2018-08-31 21:49:35","2018-09-01 00:00:00",BEBAJACEF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 05:16:38","2018-09-01 00:00:00",HHJAJAJHI,0,地铁入站,地铁四号线,"AGT-107 ",福田口岸,0,0,268017107
"2018-09-01 05:53:54","2018-09-01 00:00:00",HHJJAFGAH,0,地铁入站,地铁二号线,AGM-109,大剧院,0,0,260036109
"2018-09-01 05:53:16","2018-09-01 00:00:00",HHAAJFBIB,200,地铁出站,地铁一号线,AGT-140,前海湾,0,0,268028140
"2018-09-01 05:54:18","2018-09-01 00:00:00",HHAAACDJH,0,地铁入站,地铁一号线,AGT-104,固戍,0,0,268034104
"2018-09-01 05:52:26","2018-09-01 00:00:00",HHAAJHCEH,200,地铁出站,地铁十一号线,OGT-120,塘尾站,0,0,241023120
"2018-09-01 05:51:05","2018-09-01 00:00:00",FFEDDFGBG,200,巴士,金华南巴士,粤BW2859,"M433(福永）",0,160,227000008
"2018-09-01 05:39:58","2018-09-01 00:00:00",BICEAAGAB,200,巴士,金华南巴士,粤BU2313,"332(观澜)",0,160,227000010
"2018-09-01 05:55:01","2018-09-01 00:00:00",CBEAFJEJA,200,巴士,金华南巴士,粤BU0781,"331(蛇口)",0,160,227000021
"2018-08-31 19:31:53","2018-09-01 00:00:00",FHHCHIBFE,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 22:19:04","2018-09-01 00:00:00",FFFHJFIFH,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:18:27","2018-09-01 00:00:00",CBFAJJGCC,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:33:37","2018-09-01 00:00:00",FFAJBDDFG,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:27:49","2018-09-01 00:00:00",CBBEJHIHI,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:34:01","2018-09-01 00:00:00",FFFAAGIGI,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:37:37","2018-09-01 00:00:00",HHJJAIHJH,0,地铁入站,地铁一号线,AGT-101,世界之窗站,0,0,268016101
"2018-09-01 04:35:38","2018-09-01 00:00:00",HHJJAFJJI,0,地铁入站,地铁五号线,IGT-106,民治,0,0,263025106
"2018-08-31 22:45:35","2018-09-01 00:00:00",FHFCDFEIF,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-08-31 22:50:44","2018-09-01 00:00:00",FHGGFIFIF,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:42:06","2018-09-01 00:00:00",HHAAJICJE,0,地铁入站,地铁三号线,AGM-104,莲花村,0,0,261008104
"2018-09-01 04:52:46","2018-09-01 00:00:00",HHABAFFHI,200,地铁出站,地铁三号线,AGM-105,木棉湾,0,0,261019105
"2018-08-31 22:47:39","2018-09-01 00:00:00",FFFGCBDCF,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 04:52:39","2018-09-01 00:00:00",HHAAAHIEG,200,地铁出站,地铁七号线,出AGM39-40,沙尾,0,0,265022106
"2018-08-31 20:45:26","2018-09-01 00:00:00",FIAIABJFJ,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 20:46:53","2018-09-01 00:00:00",AEAJIBBGA,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-08-31 21:47:31","2018-09-01 00:00:00",FFFEEIEEG,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
