deal_date,close_date,card_no,deal_value,deal_type,company_name,car_no,station,conn_mark,deal_money,equ_no
"2018-09-01 06:22:41","2018-09-01 00:00:00",FHHIADIBE,0,地铁入站,地铁一号线,"AGT-116 ",世界之窗站,0,0,268016116
"2018-09-01 06:21:45","2018-09-01 00:00:00",FFIJCGDII,0,地铁入站,地铁一号线,IGT-114,岗厦站,0,0,268007114
"2018-09-01 06:21:43","2018-09-01 00:00:00",FFHCJAJDD,0,地铁入站,地铁一号线,AGM-125,机场东,0,0,268036125
"2018-09-01 06:27:43","2018-09-01 00:00:00",CBAGAGCJF,0,地铁入站,地铁三号线,AGM-101,丹竹头,0,0,261021101
"2018-09-01 06:22:26","2018-09-01 00:00:00",FHIJEDCCH,0,地铁入站,地铁七号线,宽AGM18-19,上沙,0,0,265021115
"2018-09-01 06:20:18","2018-09-01 00:00:00",FHICHCGHE,0,地铁入站,地铁十一号线,AGT-130,松岗,0,0,241027130
"2018-09-01 06:17:48","2018-09-01 00:00:00",HHJAJAFCI,0,地铁入站,地铁四号线,AGM-111,民乐,0,0,262018111
"2018-09-01 06:25:03","2018-09-01 00:00:00",CBIHGDBFJ,0,地铁入站,地铁五号线,AGT-101,黄贝岭,0,0,263037101
"2018-09-01 06:24:45","2018-09-01 00:00:00",FIJFDADAI,0,地铁入站,地铁五号线,IGT-113,翻身,0,0,263015113
"2018-09-01 06:25:06","2018-09-01 00:00:00",CBIEHCGDH,0,地铁入站,地铁四号线,AGM-110,民乐,0,0,262018110
"2018-09-01 06:21:38","2018-09-01 00:00:00",CBAIEDAGE,0,地铁入站,地铁四号线,AGM-105,清湖,0,0,262011105
"2018-09-01 06:24:46","2018-09-01 00:00:00",CCAAEDECE,0,地铁入站,地铁四号线,AGM-105,清湖,0,0,262011105
"2018-09-01 06:24:50","2018-09-01 00:00:00",CBCDEHHIF,0,地铁入站,地铁四号线,AGM-104,龙胜,0,0,262013104
"2018-09-01 06:19:06","2018-09-01 00:00:00",CFAACDHFE,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:28:33","2018-09-01 00:00:00",CFBEDEHAG,0,地铁入站,地铁五号线,IGT-116,黄贝岭,0,0,263037116
"2018-09-01 06:28:37","2018-09-01 00:00:00",BICDCEIFA,0,地铁入站,地铁五号线,IGT-113,五和,0,0,263026113
"2018-09-01 06:27:55","2018-09-01 00:00:00",BIDCDDAIC,0,地铁入站,地铁五号线,AGT-109,翻身,0,0,263015109
"2018-09-01 06:29:40","2018-09-01 00:00:00",CCJJGBGHA,0,地铁入站,地铁三号线,AGM-111,塘坑,0,0,261023111
"2018-09-01 06:30:10","2018-09-01 00:00:00",CCJHBEBHD,0,地铁入站,地铁三号线,AGM-116,双龙,0,0,261032116
"2018-09-01 06:30:45","2018-09-01 00:00:00",FHGFIHIBE,0,地铁入站,地铁三号线,AGM-118,龙城广场,0,0,261030118
"2018-09-01 06:30:24","2018-09-01 00:00:00",FFEHGHJIE,0,地铁入站,地铁三号线,AGM-102,老街,0,0,261012102
"2018-09-01 06:30:40","2018-09-01 00:00:00",FHGGGIIFD,0,地铁入站,地铁三号线,AGM-118,龙城广场,0,0,261030118
"2018-09-01 06:30:22","2018-09-01 00:00:00",CBHHHFDHA,0,地铁入站,地铁三号线,AGM-102,大芬,0,0,261020102
"2018-09-01 06:31:02","2018-09-01 00:00:00",FFGECEDDB,0,地铁入站,地铁三号线,AGM-119,布吉,0,0,261018119
"2018-09-01 06:23:55","2018-09-01 00:00:00",FHDFGDFHD,0,地铁入站,地铁十一号线,AGT-128,南山站,0,0,241015128
"2018-09-01 06:25:53","2018-09-01 00:00:00",BEBBJJBCD,0,地铁入站,地铁十一号线,IGT-114,松岗,0,0,241027114
"2018-09-01 06:25:54","2018-09-01 00:00:00",CBCIBJACJ,0,地铁入站,地铁十一号线,IGT-107,桥头站,0,0,241022107
"2018-09-01 06:27:53","2018-09-01 00:00:00",FIJDDAGGJ,0,地铁入站,地铁十一号线,IGT-107,马鞍山,0,0,241024107
"2018-09-01 06:28:49","2018-09-01 00:00:00",CFADDCDEC,0,地铁入站,地铁七号线,进AGM14-15,福民,0,0,265025110
"2018-09-01 06:27:19","2018-09-01 00:00:00",CCAEJEFJE,0,地铁入站,地铁三号线,AGM-125,石厦,0,0,261004125
"2018-09-01 06:27:43","2018-09-01 00:00:00",FIJHJEAGB,0,地铁入站,地铁五号线,-,-,0,0,263020130
"2018-09-01 06:26:39","2018-09-01 00:00:00",FHHEFJHAG,0,地铁入站,地铁五号线,OGT-120,西丽,0,0,263020120
"2018-09-01 06:31:07","2018-09-01 00:00:00",FHGADEHEI,0,地铁入站,地铁七号线,进AGM27-28,笋岗,0,0,265035123
"2018-09-01 06:28:28","2018-09-01 00:00:00",CCAEHEGGB,300,地铁出站,地铁九号线,OGT-103,泥岗,0,285,267024103
"2018-09-01 06:30:23","2018-09-01 00:00:00",FHDBEHABH,0,地铁入站,地铁五号线,AGT-121,五和,0,0,263026121
"2018-09-01 06:29:54","2018-09-01 00:00:00",CBGJICFDA,0,地铁入站,地铁五号线,IGT-117,杨美,0,0,263028117
"2018-09-01 06:26:58","2018-09-01 00:00:00",FHEBFFHIB,0,地铁入站,地铁四号线,AGM-112,龙华,0,0,262012112
"2018-09-01 06:30:00","2018-09-01 00:00:00",FHDIEIDFC,0,地铁入站,地铁四号线,AGM-103,龙胜,0,0,262013103
"2018-09-01 06:28:52","2018-09-01 00:00:00",CFACDFJGA,0,地铁入站,地铁四号线,AGM-118,龙华,0,0,262012118
"2018-09-01 06:25:58","2018-09-01 00:00:00",CCJBBGDAG,0,地铁入站,地铁四号线,AGM-105,民乐,0,0,262018105
"2018-09-01 06:29:36","2018-09-01 00:00:00",CCACGHHIG,0,地铁入站,地铁四号线,AGM-111,民乐,0,0,262018111
"2018-09-01 06:31:48","2018-09-01 00:00:00",CBCHGFICE,0,地铁入站,地铁五号线,IGT-116,上水径,0,0,263029116
"2018-09-01 06:31:16","2018-09-01 00:00:00",CBCDBEHBJ,0,地铁入站,地铁五号线,IGT-101,百鸽笼,0,0,263033101
"2018-08-31 22:47:56","2018-09-01 00:00:00",FFJJEDIEF,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 06:32:20","2018-09-01 00:00:00",BCECCEID,0,地铁入站,地铁五号线,IGT-118,怡景,0,0,263036118
"2018-09-01 06:31:26","2018-09-01 00:00:00",FHIIBDBDD,0,地铁入站,地铁五号线,IGT-117,上水径,0,0,263029117
"2018-09-01 06:23:16","2018-09-01 00:00:00",FHEDABJBJ,0,地铁入站,地铁三号线,AGM-110,购物公园,0,0,261005110
"2018-09-01 06:15:54","2018-09-01 00:00:00",FFGDDIBGJ,0,地铁入站,地铁十一号线,IGT-109,南山站,0,0,241015109
"2018-09-01 06:13:43","2018-09-01 00:00:00",FIJABFDIF,0,地铁入站,地铁十一号线,AGT-128,南山站,0,0,241015128
"2018-09-01 06:15:35","2018-09-01 00:00:00",FHGJBGCBI,0,地铁入站,地铁十一号线,IGT-121,福永站,0,0,241021121
"2018-09-01 06:17:58","2018-09-01 00:00:00",CBDCFFGHH,0,地铁入站,地铁十一号线,IGT-108,松岗,0,0,241027108
"2018-09-01 06:18:26","2018-09-01 00:00:00",CFBAIEBFC,0,地铁入站,地铁十一号线,IGT-119,碧海湾站,0,0,241018119
"2018-09-01 06:20:53","2018-09-01 00:00:00",FIJEAIIIH,0,地铁入站,地铁三号线,AGM-125,石厦,0,0,261004125
"2018-09-01 06:20:14","2018-09-01 00:00:00",BIDHBCEEC,0,地铁入站,地铁五号线,IGT-102,布吉,0,0,263032102
"2018-09-01 06:20:48","2018-09-01 00:00:00",BIDEGDGIB,0,地铁入站,地铁五号线,IGT-103,布吉,0,0,263032103
"2018-09-01 06:23:11","2018-09-01 00:00:00",BIJDDGFBI,0,地铁入站,地铁五号线,IGT-106,翻身,0,0,263015106
"2018-09-01 06:23:11","2018-09-01 00:00:00",FHHEDHHFE,0,地铁入站,地铁一号线,"AGT-114 ",竹子林站,0,0,268013114
"2018-09-01 06:23:01","2018-09-01 00:00:00",CBCIBAGFF,0,地铁入站,地铁一号线,IGT-108,国贸站,0,0,268002108
"2018-09-01 06:17:11","2018-09-01 00:00:00",CBCBBECHC,0,地铁入站,地铁九号线,IGT-115,下沙,0,0,267014115
"2018-09-01 06:27:31","2018-09-01 00:00:00",CCACHFBAD,0,地铁入站,地铁三号线,AGM-108,益田,0,0,261003108
"2018-09-01 06:27:41","2018-09-01 00:00:00",FHDHCBJHI,0,地铁入站,地铁三号线,AGM-102,晒布,0,0,261013102
"2018-09-01 06:24:18","2018-09-01 00:00:00",CFAABIIJH,0,地铁入站,地铁七号线,进AGM23-24,沙尾,0,0,265022128
"2018-09-01 06:25:13","2018-09-01 00:00:00",CBJAEHFBD,0,地铁入站,地铁十一号线,IGT-126,沙井,0,0,241025126
"2018-09-01 06:24:21","2018-09-01 00:00:00",BIFDBJIEH,0,地铁入站,地铁十一号线,IGT-118,塘尾站,0,0,241023118
"2018-09-01 06:21:30","2018-09-01 00:00:00",FHGFEIEIF,0,地铁入站,地铁五号线,OGT-105,西丽,0,0,263020105
"2018-09-01 06:20:40","2018-09-01 00:00:00",CFCBEBEDD,0,地铁入站,地铁九号线,IGT-108,人民南,0,0,267030108
"2018-09-01 06:20:24","2018-09-01 00:00:00",FHHGCEHJH,0,地铁入站,地铁四号线,AGM-106,清湖,0,0,262011106
"2018-09-01 06:27:02","2018-09-01 00:00:00",CFAHJEAAA,0,地铁入站,地铁五号线,IGT-107,民治,0,0,263025107
"2018-09-01 06:26:33","2018-09-01 00:00:00",BHJEJEJAF,0,地铁入站,地铁五号线,AGT-113,百鸽笼,0,0,263033113
"2018-09-01 06:28:57","2018-09-01 00:00:00",FFFBHJDIF,0,地铁入站,地铁五号线,IGT-119,怡景,0,0,263036119
"2018-09-01 06:30:10","2018-09-01 00:00:00",BIJJCIBAC,0,地铁入站,地铁三号线,AGM-117,大芬,0,0,261020117
"2018-09-01 06:29:54","2018-09-01 00:00:00",BEAGCJEAE,0,地铁入站,地铁三号线,AGM-109,塘坑,0,0,261023109
"2018-09-01 06:29:12","2018-09-01 00:00:00",FIACGJBHI,0,地铁入站,地铁二号线,-,-,0,0,260019118
"2018-09-01 06:31:37","2018-09-01 00:00:00",CBAHHJJBB,0,地铁入站,地铁二号线,OGT-112,新秀站,0,0,260039112
"2018-09-01 06:30:45","2018-09-01 00:00:00",HHJJBEFAD,200,地铁出站,地铁二号线,OGT-101,侨香,0,0,260026101
"2018-09-01 06:31:53","2018-09-01 00:00:00",BIJHFFJAA,0,地铁入站,地铁三号线,AGM-101,爱联,0,0,261028101
"2018-09-01 06:34:04","2018-09-01 00:00:00",BEBBCCDHJ,0,地铁入站,地铁三号线,AGM-117,大芬,0,0,261020117
"2018-09-01 06:34:08","2018-09-01 00:00:00",CFAAEGAHB,0,地铁入站,地铁三号线,AGM-112,翠竹,0,0,261014112
"2018-09-01 06:29:33","2018-09-01 00:00:00",FHFFFJIAG,0,地铁入站,地铁一号线,AGT-109,后瑞,0,0,268035109
"2018-09-01 06:23:44","2018-09-01 00:00:00",FIJAAGGCG,0,地铁入站,地铁二号线,OGT-114,景田,0,0,260029114
"2018-09-01 06:24:52","2018-09-01 00:00:00",FHFBIAFFF,0,地铁入站,地铁七号线,进AGM16-17,皇岗村,0,0,265024114
"2018-09-01 06:27:36","2018-09-01 00:00:00",CFBFHFACF,0,地铁入站,地铁七号线,进AGM26-27,上沙,0,0,265021119
"2018-09-01 06:27:23","2018-09-01 00:00:00",FFJEIEHFB,0,地铁入站,地铁十一号线,IGT-117,塘尾站,0,0,241023117
"2018-09-01 06:29:41","2018-09-01 00:00:00",CCAJJDGFC,0,地铁入站,地铁五号线,IGT-117,杨美,0,0,263028117
"2018-09-01 06:23:58","2018-09-01 00:00:00",CFAHCHJBB,0,地铁入站,地铁四号线,AGM-104,清湖,0,0,262011104
"2018-09-01 06:23:42","2018-09-01 00:00:00",FHHAGJIFC,0,地铁入站,地铁四号线,-,-,0,0,262011109
"2018-09-01 06:23:04","2018-09-01 00:00:00",BAJJJHFCJ,0,地铁入站,地铁四号线,AGM-109,上塘,0,0,262014109
"2018-09-01 06:24:22","2018-09-01 00:00:00",CBAHDJCAC,0,地铁入站,地铁四号线,-,-,0,0,262013110
"2018-09-01 06:27:32","2018-09-01 00:00:00",BEAEFABAH,0,地铁入站,地铁四号线,AGM-119,红山,0,0,262015119
"2018-09-01 06:30:00","2018-09-01 00:00:00",FFEDDJCBB,0,地铁入站,地铁四号线,AGM-104,龙胜,0,0,262013104
"2018-09-01 06:31:43","2018-09-01 00:00:00",FIJBHJEEE,0,地铁入站,地铁五号线,IGT-106,民治,0,0,263025106
"2018-09-01 06:26:53","2018-09-01 00:00:00",CBBCIFEFH,0,地铁入站,地铁一号线,IGT-117,大新,0,0,268026117
"2018-09-01 06:28:05","2018-09-01 00:00:00",CCACBJCFJ,0,地铁入站,地铁一号线,OGT-117,世界之窗站,0,0,268016117
"2018-09-01 06:28:15","2018-09-01 00:00:00",BEAFJHIHG,0,地铁入站,地铁七号线,进AGM27-28,上沙,0,0,265021120
"2018-09-01 06:30:21","2018-09-01 00:00:00",BIBAIAEDD,0,地铁入站,地铁七号线,进AGM16-17,上沙,0,0,265021113
"2018-09-01 06:37:04","2018-09-01 00:00:00",HHJJBHGDG,0,地铁入站,地铁三号线,AGM-118,吉祥,0,0,261029118
"2018-09-01 06:28:53","2018-09-01 00:00:00",FFEFJDGCF,0,地铁入站,地铁十一号线,IGT-117,碧海湾站,0,0,241018117
"2018-09-01 06:31:17","2018-09-01 00:00:00",FHGEIDIHG,0,地铁入站,地铁十一号线,AGT-112,桥头站,0,0,241022112
"2018-09-01 06:29:25","2018-09-01 00:00:00",FHIACCAIJ,0,地铁入站,地铁十一号线,IGT-107,桥头站,0,0,241022107
"2018-09-01 06:37:09","2018-09-01 00:00:00",FFGGFFFDA,0,地铁入站,地铁三号线,AGM-116,双龙,0,0,261032116
"2018-09-01 06:23:07","2018-09-01 00:00:00",FHHHFJEDB,0,地铁入站,地铁三号线,AGM-108,草埔,0,0,261017108
"2018-09-01 06:16:47","2018-09-01 00:00:00",FHHBIAACE,0,地铁入站,地铁十一号线,IGT-107,桥头站,0,0,241022107
"2018-09-01 06:16:37","2018-09-01 00:00:00",CBCGGJDDF,0,地铁入站,地铁九号线,IGT-123,梅景,0,0,267018123
"2018-09-01 06:18:52","2018-09-01 00:00:00",CBHCICDFH,0,地铁入站,地铁三号线,AGM-124,石厦,0,0,261004124
"2018-09-01 06:20:05","2018-09-01 00:00:00",FHFGJIBFJ,0,地铁入站,地铁五号线,OGT-106,西丽,0,0,263020106
"2018-09-01 06:20:53","2018-09-01 00:00:00",FHHABIFDJ,0,地铁入站,地铁五号线,-,-,0,0,263020133
"2018-09-01 06:21:33","2018-09-01 00:00:00",HHJAJJDEJ,0,地铁入站,地铁五号线,IGT-115,百鸽笼,0,0,263033115
"2018-09-01 06:22:59","2018-09-01 00:00:00",CBAGCADFC,0,地铁入站,地铁五号线,IGT-103,大学城,0,0,263021103
"2018-09-01 06:22:47","2018-09-01 00:00:00",CBIHJJFFC,0,地铁入站,地铁五号线,IGT-117,上水径,0,0,263029117
"2018-09-01 06:24:16","2018-09-01 00:00:00",FHHFGDBFD,0,地铁入站,地铁五号线,IGT-117,黄贝岭,0,0,263037117
"2018-09-01 06:24:16","2018-09-01 00:00:00",BJAEBFBF,0,地铁入站,地铁五号线,IGT-111,黄贝岭,0,0,263037111
"2018-09-01 06:23:57","2018-09-01 00:00:00",FFJGJBFIH,0,地铁入站,地铁五号线,IGT-110,灵芝,0,0,263016110
"2018-09-01 06:24:30","2018-09-01 00:00:00",FFJGHIACA,0,地铁入站,地铁五号线,AGT-110,布吉,0,0,263032110
"2018-09-01 06:24:48","2018-09-01 00:00:00",FIJBJHBEB,0,地铁入站,地铁五号线,IGT-118,大学城,0,0,263021118
"2018-09-01 06:24:01","2018-09-01 00:00:00",FFGDHAHDH,0,地铁入站,地铁二号线,IGT-107,海月,0,0,260017107
"2018-09-01 06:19:09","2018-09-01 00:00:00",FFGDDIBGJ,200,地铁出站,地铁十一号线,AGT-119,南山站,0,190,241015119
"2018-09-01 06:26:34","2018-09-01 00:00:00",FHDEJFCBE,0,地铁入站,地铁三号线,AGM-110,双龙,0,0,261032110
"2018-09-01 06:27:21","2018-09-01 00:00:00",FIJEAFFEA,0,地铁入站,地铁三号线,AGM-109,田贝,0,0,261015109
"2018-09-01 06:22:01","2018-09-01 00:00:00",FHFCJFIJA,0,地铁入站,地铁十一号线,IGT-110,桥头站,0,0,241022110
"2018-09-01 06:22:33","2018-09-01 00:00:00",FIABEJGDC,0,地铁入站,地铁十一号线,AGT-118,马鞍山,0,0,241024118
"2018-09-01 06:22:48","2018-09-01 00:00:00",FHIIIFCBH,0,地铁入站,地铁十一号线,IGT-114,沙井,0,0,241025114
"2018-09-01 06:25:22","2018-09-01 00:00:00",CCAFCIEDA,0,地铁入站,地铁十一号线,AGT-127,沙井,0,0,241025127
"2018-09-01 06:24:04","2018-09-01 00:00:00",FHFFIDEFA,0,地铁入站,地铁十一号线,IGT-119,塘尾站,0,0,241023119
"2018-09-01 06:24:10","2018-09-01 00:00:00",BHABFEJCA,0,地铁入站,地铁五号线,IGT-121,坂田,0,0,263027121
"2018-09-01 06:24:58","2018-09-01 00:00:00",BIDFHAGFC,0,地铁入站,地铁五号线,IGT-118,黄贝岭,0,0,263037118
"2018-09-01 06:24:38","2018-09-01 00:00:00",FFJBDGEFG,0,地铁入站,地铁五号线,IGT-101,太安,0,0,263035101
"2018-09-01 06:21:36","2018-09-01 00:00:00",FIAFBAJJF,0,地铁入站,地铁四号线,AGM-104,龙华,0,0,262012104
"2018-09-01 06:24:12","2018-09-01 00:00:00",CBIFEDCGA,0,地铁入站,地铁五号线,IGT-119,怡景,0,0,263036119
"2018-09-01 06:25:50","2018-09-01 00:00:00",FFGGFDHAF,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:25:42","2018-09-01 00:00:00",CFBHGBAIH,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:25:32","2018-09-01 00:00:00",CFAJEHBCJ,0,地铁入站,地铁五号线,IGT-117,下水径,0,0,263030117
"2018-09-01 06:29:36","2018-09-01 00:00:00",FHFJJDEBJ,0,地铁入站,地铁五号线,AGT-121,五和,0,0,263026121
"2018-09-01 06:28:56","2018-09-01 00:00:00",FFJBIBHHA,0,地铁入站,地铁五号线,IGT-117,上水径,0,0,263029117
"2018-09-01 06:30:01","2018-09-01 00:00:00",BEAIIHHBA,0,地铁入站,地铁三号线,AGM-108,六约,0,0,261022108
"2018-09-01 06:31:29","2018-09-01 00:00:00",FIJDAHCJE,0,地铁入站,地铁二号线,IGT-115,红树湾,0,0,260021115
"2018-09-01 06:30:27","2018-09-01 00:00:00",AEAJIHBAF,0,地铁入站,地铁三号线,AGM-109,六约,0,0,261022109
"2018-09-01 06:30:35","2018-09-01 00:00:00",FHHEIEJHD,0,地铁入站,地铁三号线,AGM-102,南联,0,0,261031102
"2018-09-01 06:28:33","2018-09-01 00:00:00",CCAFJAFAF,0,地铁入站,地铁二号线,AGM-109,大剧院,0,0,260036109
"2018-09-01 06:33:44","2018-09-01 00:00:00",BEBAGFIHA,0,地铁入站,地铁三号线,AGM-117,大芬,0,0,261020117
"2018-09-01 06:33:17","2018-09-01 00:00:00",BEBACFHAA,0,地铁入站,地铁三号线,AGM-102,南联,0,0,261031102
"2018-09-01 06:24:37","2018-09-01 00:00:00",FFJEDFGAJ,0,地铁入站,地铁七号线,进AGM31-32,上沙,0,0,265021124
"2018-09-01 06:27:20","2018-09-01 00:00:00",FFFHDJDIB,0,地铁入站,地铁七号线,进AGM22-23,珠光,0,0,265014111
"2018-09-01 06:26:02","2018-09-01 00:00:00",BJEEGCJE,0,地铁入站,地铁七号线,进AGM25-26,沙尾,0,0,265022130
"2018-09-01 06:25:42","2018-09-01 00:00:00",FIJABAIDB,0,地铁入站,地铁十一号线,IGT-107,塘尾站,0,0,241023107
"2018-09-01 06:29:08","2018-09-01 00:00:00",CFBABACDH,0,地铁入站,地铁五号线,IGT-118,怡景,0,0,263036118
"2018-09-01 06:29:43","2018-09-01 00:00:00",FHHFIFGJF,0,地铁入站,地铁五号线,AGT-113,杨美,0,0,263028113
"2018-09-01 06:24:58","2018-09-01 00:00:00",BAAJJICII,0,地铁入站,地铁四号线,AGM-118,龙华,0,0,262012118
"2018-09-01 06:28:40","2018-09-01 00:00:00",CFHJAHFGC,0,地铁入站,地铁四号线,AGM-106,清湖,0,0,262011106
"2018-09-01 06:27:34","2018-09-01 00:00:00",CFBIBCAHB,0,地铁入站,地铁四号线,AGM-118,红山,0,0,262015118
"2018-09-01 06:25:24","2018-09-01 00:00:00",CBCGEJJAE,0,地铁入站,地铁四号线,AGM-106,清湖,0,0,262011106
"2018-09-01 06:27:30","2018-09-01 00:00:00",CBHJGGFFF,0,地铁入站,地铁四号线,AGM-110,民乐,0,0,262018110
"2018-09-01 06:25:58","2018-09-01 00:00:00",FHEBHDCGE,0,地铁入站,地铁四号线,AGM-104,龙华,0,0,262012104
"2018-09-01 06:29:20","2018-09-01 00:00:00",GJJJCIDIH,0,地铁入站,地铁五号线,IGT-118,怡景,0,0,263036118
"2018-09-01 06:30:30","2018-09-01 00:00:00",BIECHEDJA,0,地铁入站,地铁五号线,IGT-110,下水径,0,0,263030110
"2018-09-01 06:21:24","2018-09-01 00:00:00",FHFIFJDEH,0,地铁入站,地铁五号线,IGT-104,布吉,0,0,263032104
"2018-09-01 06:23:24","2018-09-01 00:00:00",BEBAGGEDJ,0,地铁入站,地铁五号线,AGT-121,五和,0,0,263026121
"2018-09-01 06:24:18","2018-09-01 00:00:00",FFFDJDJII,0,地铁入站,地铁五号线,IGT-107,民治,0,0,263025107
"2018-09-01 06:22:41","2018-09-01 00:00:00",CCAFFAAFC,0,地铁入站,地铁二号线,OGT-112,新秀站,0,0,260039112
"2018-09-01 06:25:10","2018-09-01 00:00:00",FFFGCFDHD,0,地铁入站,地铁二号线,IGT-107,后海,0,0,260019107
"2018-09-01 06:22:25","2018-09-01 00:00:00",CCAFJJACA,0,地铁入站,地铁一号线,IGT-113,桃园,0,0,268025113
"2018-09-01 06:26:04","2018-09-01 00:00:00",CCJAFECFE,0,地铁入站,地铁三号线,AGM-110,双龙,0,0,261032110
"2018-09-01 06:26:53","2018-09-01 00:00:00",CBAHDEJJA,0,地铁入站,地铁三号线,AGM-118,晒布,0,0,261013118
"2018-09-01 06:27:35","2018-09-01 00:00:00",CBCEFDHIH,0,地铁入站,地铁三号线,AGM-110,益田,0,0,261003110
"2018-09-01 06:20:38","2018-09-01 00:00:00",CFBGHCCFJ,0,地铁入站,地铁四号线,AGM-115,民乐,0,0,262018115
"2018-09-01 06:26:18","2018-09-01 00:00:00",CBAIGAIJH,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:29:40","2018-09-01 00:00:00",FHFDIIHCE,0,地铁入站,地铁三号线,AGM-120,布吉,0,0,261018120
"2018-09-01 06:31:01","2018-09-01 00:00:00",FFEEEFEBD,0,地铁入站,地铁三号线,AGM-102,晒布,0,0,261013102
"2018-09-01 06:28:53","2018-09-01 00:00:00",CBCDJHJDC,0,地铁入站,地铁九号线,IGT-108,红岭北,0,0,267025108
"2018-09-01 06:26:06","2018-09-01 00:00:00",CBIEBFCII,0,地铁入站,地铁五号线,OGT-121,西丽,0,0,263020121
"2018-09-01 06:27:13","2018-09-01 00:00:00",BIAIJIDHI,0,地铁入站,地铁五号线,OGT-120,西丽,0,0,263020120
"2018-09-01 06:29:38","2018-09-01 00:00:00",FHEGDFAHE,0,地铁入站,地铁五号线,OGT-107,西丽,0,0,263020107
"2018-09-01 06:29:55","2018-09-01 00:00:00",GJJBAJEJA,0,地铁入站,地铁五号线,IGT-116,布心,0,0,263034116
"2018-09-01 06:24:06","2018-09-01 00:00:00",CFHBDFBJI,0,地铁入站,地铁四号线,AGM-109,上塘,0,0,262014109
"2018-09-01 06:29:00","2018-09-01 00:00:00",FFEJJAJJF,0,地铁入站,地铁四号线,AGM-105,清湖,0,0,262011105
"2018-09-01 06:30:45","2018-09-01 00:00:00",BHABDGDFB,0,地铁入站,地铁五号线,IGT-112,宝华,0,0,263013112
"2018-09-01 06:30:02","2018-09-01 00:00:00",AHJJBCCCA,0,地铁入站,地铁五号线,IGT-111,洪浪北,0,0,263017111
"2018-09-01 06:26:50","2018-09-01 00:00:00",CFBIEAHAF,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:27:24","2018-09-01 00:00:00",FHGAEFAAE,0,地铁入站,地铁四号线,AGM-118,红山,0,0,262015118
"2018-09-01 06:27:16","2018-09-01 00:00:00",BIDAGEIAA,0,地铁入站,地铁四号线,AGM-105,清湖,0,0,262011105
"2018-09-01 06:25:26","2018-09-01 00:00:00",CFCJBDDAG,0,地铁入站,地铁四号线,AGM-118,龙华,0,0,262012118
"2018-09-01 06:29:38","2018-09-01 00:00:00",FHFCBJBEJ,0,地铁入站,地铁四号线,AGM-103,龙胜,0,0,262013103
"2018-09-01 06:28:46","2018-09-01 00:00:00",FFJJHJHBF,0,地铁入站,地铁四号线,AGM-110,上塘,0,0,262014110
"2018-09-01 06:22:40","2018-09-01 00:00:00",HHACJABJH,200,地铁出站,地铁四号线,AGM-109,民乐,0,0,262018109
"2018-09-01 06:26:29","2018-09-01 00:00:00",FHEGADBFJ,0,地铁入站,地铁五号线,IGT-105,布吉,0,0,263032105
"2018-09-01 06:31:14","2018-09-01 00:00:00",FIJBBBCFG,0,地铁入站,地铁五号线,IGT-115,民治,0,0,263025115
"2018-09-01 06:31:43","2018-09-01 00:00:00",FHEACIHAH,0,地铁入站,地铁五号线,IGT-117,下水径,0,0,263030117
"2018-09-01 06:30:33","2018-09-01 00:00:00",FHCJGJIAE,0,地铁入站,地铁五号线,IGT-117,长龙,0,0,263031117
"2018-09-01 06:31:39","2018-09-01 00:00:00",FIJAIADCA,0,地铁入站,地铁五号线,AGT-110,黄贝岭,0,0,263037110
"2018-09-01 06:32:35","2018-09-01 00:00:00",FFHEFEEAH,0,地铁入站,地铁五号线,IGT-102,布吉,0,0,263032102
"2018-09-01 06:32:40","2018-09-01 00:00:00",CCAJBHJIH,0,地铁入站,地铁五号线,IGT-115,民治,0,0,263025115
"2018-09-01 06:32:44","2018-09-01 00:00:00",CBCHHIGIB,0,地铁入站,地铁五号线,IGT-108,灵芝,0,0,263016108
"2018-09-01 06:30:40","2018-09-01 00:00:00",CFAFHICDA,0,地铁入站,地铁五号线,IGT-101,布吉,0,0,263032101
"2018-09-01 06:33:27","2018-09-01 00:00:00",FHHCDJCBB,0,地铁入站,地铁五号线,AGT-121,五和,0,0,263026121
"2018-09-01 06:33:21","2018-09-01 00:00:00",FHIIJFAFE,0,地铁入站,地铁五号线,IGT-105,翻身,0,0,263015105
"2018-09-01 06:33:24","2018-09-01 00:00:00",FFFFDCHIB,0,地铁入站,地铁五号线,IGT-118,黄贝岭,0,0,263037118
"2018-09-01 06:34:56","2018-09-01 00:00:00",FFEACIFCD,0,地铁入站,地铁五号线,IGT-117,五和,0,0,263026117
"2018-09-01 06:34:47","2018-09-01 00:00:00",BIJFIIBJD,0,地铁入站,地铁五号线,IGT-113,民治,0,0,263025113
"2018-09-01 06:31:55","2018-09-01 00:00:00",CFJJGGJCJ,0,地铁入站,地铁二号线,IGT-105,莲花西,0,0,260030105
